INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,TONE
3796,"I hate migrants: they are criminals, they are rapists, they are a burden to our society.",They are people too: we all know people in need of help.,MIGRANTS,V6_kc,Empathetic
3797,Refugees are coming here just to be on welfare and food stamps.,Most refugees are fleeing persecution. Don't you think that they would rather die of old age in their homeland than in the sea trying to reach our shores?,MIGRANTS,V6_kc,Inquisitive
3798,Immigrants are just a bunch of criminals.,"Many of them are successful people who have given their lives for the country they live in. I think that they have made the best of the situation they have found themselves in, and it is a pity that they are unable to contribute to the economic development of our country even more because of discrimination.",MIGRANTS,V6_kc,Empathetic
3799,Immigrants are just a bunch of criminals.,"Criminals are criminals, no matter their nationality.",MIGRANTS,V6_kc,Confrontational
3800,We have to stop migrant rape and violence.,Rape and violence against women is a problem everywhere. We cannot just blame migrants.,MIGRANTS,V6_kc,Confrontational
3801,Muslims are a problem in many European countries.,What are you talking about? Are you really suggesting that the problem is Muslims in general?,MUSLIMS,V6_kc,Inquisitive
3802,"Islam is a violent religion, it is an ideology of conquest, rape and murder.",Violence is never a religious act. It is never a solution to any problem. People are capable of carrying out those violent acts irrespective of their beliefs.,MUSLIMS,V6_kc,Confrontational
3803,The Koran claims that all infidels are subhuman and that Allah wants them to be killed.,"According to most sacred texts, we are all human and deserve respect and protection in the eyes of god. The Koran is no exception.",MUSLIMS,V6_kc,Empathetic
3805,Muslims are stupid.,There is no evidence that Muslim have a lower average IQ than non-Muslims.,MUSLIMS,V6_kc,Confrontational
3806,"We must first destroy Islam, because it is dangerous, and then we will be in peace with the whole world.","The Koran is about belief and love, not war and bloodshed.",MUSLIMS,V6_kc,Empathetic
3807,Muslims have no place in civilised Europe,"Islam is a religion of peace, and it has been shown time and time again that it is a religion of tolerance.",MUSLIMS,V6_kc,Empathetic
3808,I hate Muslims. They are just a bunch of whining spoiled brats.,There is nothing 'petulant' about claiming your rights.,MUSLIMS,V6_kc,Confrontational
3809,Muslims are violent with women.,"Violence against women is a huge problem, not only in Islam.",MUSLIMS,V6_kc,Confrontational
3812,All Muslims are Terrorists.,How can you say this?,MUSLIMS,V6_kc,Inquisitive
3813,All Muslims are incompatible with any Western society.,There is no evidence that Muslims are incompatible with Western society.,MUSLIMS,V6_kc,Confrontational
3815,Muslims are a problem in many European countries.,"If Muslims are a problem in many countries, then we should help them to integrate.",MUSLIMS,V6_kc,Empathetic
3816,"The Quran allowed adults to take child bride, then it was also allowed to have sex with them.",Where is the evidence that the Quran allows any sexual activity that is not consummated by an adult male with an adult female?,MUSLIMS,V6_kc,Inquisitive
3818,Violence in our streets is niggers' fault.,"There are many communities of colour that experience high rates of violence, coming from both inside and outside the community. As such, the issue is very complex, and it is only through dialogue and building trust that we can tackle the systemic issues that contribute to violence, but violence cannot be ascribed to one race alone.",POC,V6_kc,Empathetic
3821,"All nigga are subhuman, disgusting, and descended from apes.",Do you really think that all black people are worth less than other people? There is no evidence for this.,POC,V6_kc,Inquisitive
3822,Black people's appearance correspond to their immoral nature.,"What do you think a moral nature is? Since we cannot see it, how can you say it corresponds to their appearence?",POC,V6_kc,Inquisitive
3823,White race is superior. Niggas are just a bunch of criminals.,There are of course differences among groups: unfortunately racism is the first and foremost characterizing us.,POC,V6_kc,Conversational
3826,"Black minorities vote to strip wealth, power and opportunity from White people.","We are all equal in the eyes of the law, and we are all born equal in dignity and rights. Diversity of thought and belief is a strength, discrimination is not.",POC,V6_kc,Empathetic
3830,Women are not fit to manage businesses of any size.,"The highest-paid woman, at more than $50 million a year, is a business woman. Why should she be inferior to you?",WOMEN,V6_kc,Inquisitive
3831,Women are just weak and childlike. The majority of the electorate believe that a woman cannot run a country such as US.,On the contrary: more than half of American adults say they would be happy having a woman being president of the United States (roughly as many feel the same way about a man).,WOMEN,V6_kc,Conversational
3832,"Women are basically childlike, is in their nature to be submissive.","So you think women are childlike because they are submissive? No they are not. They are strong and independent, just like men.",WOMEN,V6_kc,Conversational
3834,"All women are subhuman, but want to take over from men.","The idea that there is such a thing as ""women hating men"", or ""women are inherently subhuman"", is just a completely unfounded and baseless stereotype that has been used as an excuse to justify a lot of bad things, from violence to rape culture.",WOMEN,V6_kc,Confrontational
3835,Women should not be allowed to vote,"The principle of equality that you are denying is rooted in the concept of political rights. Democracy is based on the principle of equality. So, by negating this very political right to women you are denying democracy to all.",WOMEN,V6_kc,Confrontational
3838,"If a woman does not want to be a mother, then she is a bitch.","Motherhood should be a choice, exactly like being a misogynist.",WOMEN,V6_kc,Confrontational
